"Mediastinal Ganglioneuroblastoma[SEP][CLS]mediastinum neurofibroma","0"
"Vitamin C Deficiency[SEP][CLS]biotin deficiency","0"
"Inverted Follicular Keratosis[SEP][CLS]acanthoma","0"
"Rhabdoid Meningioma[SEP][CLS]meningioma","1"
"Uterine Ligament Serous Adenocarcinoma[SEP][CLS]uterine ligament clear cell adenocarcinoma","0"
"Gestational Diabetes[SEP][CLS]type 1 diabetes mellitus","0"
"Syndrome of Apparent Mineralocorticoid Excess[SEP][CLS]lipid metabolism disorder","0"
"Mikulicz Disease[SEP][CLS]primary immunodeficiency disease","0"
"Fibroosseous Pseudotumor of Digits[SEP][CLS]ossifying fibroma","0"
"Posterior Fossa Ependymoma, Group A (PFA)[SEP][CLS]posterior fossa group A ependymoma","0"
"Posterolateral Myocardial Infarction by ECG Finding[SEP][CLS]inferior myocardial infarction","0"
"Prostate Leiomyosarcoma[SEP][CLS]prostate sarcoma","1"
"Status Epilepticus[SEP][CLS]epilepsy","1"
"Esophagitis[SEP][CLS]esophageal cancer","0"
"Bursitis[SEP][CLS]hemarthrosis","0"
"Pancreatic Intraductal Papillary-Mucinous Neoplasm, High Grade[SEP][CLS]pancreatic invasive intraductal papillary-mucinous carcinoma","0"
"Synovial Sarcoma[SEP][CLS]synovium cancer","1"
"Bladder Clear Cell Adenocarcinoma[SEP][CLS]bladder carcinoma","0"
"Pseudohermaphroditism[SEP][CLS]disorder of sexual development","1"
"Cutaneous Nodular Melanoma[SEP][CLS]spitzoid melanoma","0"
"Bladder Diverticulum[SEP][CLS]urinary bladder cancer","0"
"Familial Hypertrophic Cardiomyopathy[SEP][CLS]hypertrophic cardiomyopathy","1"
"Jejunal Neoplasm[SEP][CLS]duodenal benign neoplasm","0"
"Angiocentric Glioma[SEP][CLS]spinal cord disease","0"
"Oncocytic Adenoma[SEP][CLS]pineocytoma","0"
"Middle Cranial Fossa Meningioma[SEP][CLS]meningioma","1"
"Spindle Cell Oncocytoma[SEP][CLS]pituitary gland benign neoplasm","0"
"Alopecia[SEP][CLS]hypotrichosis 13","0"
"Eosinophilic Meningitis[SEP][CLS]eosinophilic meningitis","0"
"Cervical Non-Keratinizing Squamous Cell Carcinoma[SEP][CLS]cervical keratinizing squamous cell carcinoma","0"
"Vitamin C Deficiency[SEP][CLS]scurvy","0"
"Acute Myocarditis[SEP][CLS]acute myocarditis","0"
"Pancreatoblastoma[SEP][CLS]colloid carcinoma of the pancreas","0"
"Aspartylglycosaminuria[SEP][CLS]sialuria","0"
"Castleman Disease[SEP][CLS]lymphoproliferative syndrome 2","0"
"Cytochrome-C Oxidase Deficiency[SEP][CLS]mitochondrial pyruvate carrier deficiency","0"
"Obese[SEP][CLS]obesity","0"
"Ciliary Body Melanoma[SEP][CLS]ciliary body spindle cell melanoma","0"
"Congenital Infundibular Stenosis[SEP][CLS]pulmonary valve stenosis","1"
"De Sanctis-Cacchione Syndrome[SEP][CLS]autosomal recessive disease","0"
"Inclusion Body Myositis[SEP][CLS]polymyositis","0"
"Orbit Embryonal Rhabdomyosarcoma[SEP][CLS]orbit alveolar rhabdomyosarcoma","0"
"Intestinal Disorder[SEP][CLS]diarrhea","0"
"Herpetic Gastritis[SEP][CLS]gastritis","0"
"Myxoid Glioneuronal Tumor[SEP][CLS]arteriovenous malformations of the brain","0"
"Omphalocele[SEP][CLS]visceral heterotaxy","0"
"Polymicrogyria[SEP][CLS]cerebral degeneration","0"
"Choroid Melanoma[SEP][CLS]malignant choroid melanoma","0"
"Prostate Adenoid Cystic Carcinoma[SEP][CLS]prostate adenocarcinoma","0"
"Melorheostosis[SEP][CLS]craniometaphyseal dysplasia","0"
"Creutzfeldt-Jakob Disease[SEP][CLS]scrapie","0"
"Prostate Rhabdomyosarcoma[SEP][CLS]prostate angiosarcoma","0"
"Progressive Multifocal Leukoencephalopathy[SEP][CLS]common wart","0"
"B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1[SEP][CLS]B-lymphoblastic leukemia/lymphoma with ETV6-RUNX1","0"
"Childhood Central Nervous System Choriocarcinoma[SEP][CLS]uterine corpus choriocarcinoma","0"
"Neonatal Candidiasis[SEP][CLS]esophageal candidiasis","0"
"Genital Herpes[SEP][CLS]herpetic whitlow","0"
"Movement Disorder[SEP][CLS]traumatic brain injury","0"
"Invasive Bladder Lymphoepithelioma-Like Carcinoma[SEP][CLS]invasive bladder transitional cell carcinoma","1"
"Malignant Hypopharyngeal Neoplasm[SEP][CLS]gastrointestinal system cancer","0"
"Achenbach Syndrome[SEP][CLS]pityriasis rubra pilaris","0"
"Thyroid Gland Papillary and Follicular Carcinoma[SEP][CLS]tall cell variant papillary carcinoma","0"
"Psammomatous Meningioma[SEP][CLS]transitional meningioma","0"
"MCD Diffuse Large B-Cell Lymphoma[SEP][CLS]N1 diffuse large B-cell lymphoma","0"
"Pyomyositis[SEP][CLS]myositis","1"
"Cheilitis[SEP][CLS]mouth disease","0"
"Localized Pulmonary Fibrosis[SEP][CLS]localized pulmonary fibrosis","0"
"Malignant Testicular Germ Cell Tumor[SEP][CLS]testicular cancer","0"
"Syringoma[SEP][CLS]eccrine sweat gland neoplasm","0"
"Vulvar Squamous Neoplasm[SEP][CLS]vulvar disease","0"
"Toxic Nodular Goiter[SEP][CLS]hyperthyroidism","1"
"Wolman Disease[SEP][CLS]lysosomal acid lipase deficiency","1"
"Mucopolysaccharidosis Type I[SEP][CLS]mucopolysaccharidosis IV","0"
"Liver Solitary Fibrous Tumor[SEP][CLS]hepatobiliary benign neoplasm","0"
"Dermatosis Papulosa Nigra[SEP][CLS]photosensitivity disease","0"
"Gasserian Meningioma[SEP][CLS]meningioma","1"
"Peripheral Ganglioneuroblastoma[SEP][CLS]ganglioneuroblastoma","1"
"Dependent Personality Disorder[SEP][CLS]antisocial personality disorder","0"
"Cleft Palate[SEP][CLS]orofacial cleft 13","0"
"Fibroblastic Liposarcoma[SEP][CLS]fibroblastic liposarcoma","0"
"Asbestosis[SEP][CLS]interstitial lung disease","0"
"Adult Pleomorphic Rhabdomyosarcoma[SEP][CLS]childhood pleomorphic rhabdomyosarcoma","0"
"Epidermolysis Bullosa Simplex[SEP][CLS]junctional epidermolysis bullosa","0"
"Indolent Systemic Mastocytosis[SEP][CLS]extracutaneous mastocytoma","0"
"Skin Signet Ring Cell Basal Cell Carcinoma[SEP][CLS]follicular basal cell carcinoma","0"
"Pancreatic Cystadenocarcinoma[SEP][CLS]adenocarcinoma","0"
"Herpetic Whitlow[SEP][CLS]herpes simplex","1"
"Eosinophilic Gastritis[SEP][CLS]eosinophilic gastritis","0"
"Cole-Carpenter Syndrome[SEP][CLS]osteogenesis imperfecta type 13","0"
"Human Papillomavirus-Independent Cervical Adenocarcinoma, Clear Cell-Type[SEP][CLS]cervical mucinous adenocarcinoma","0"
"Van der Woude Syndrome[SEP][CLS]syndrome","1"
"Hereditary Retinal Dystrophy[SEP][CLS]dystrophies primarily involving the retinal pigment epithelium","0"
"Splenic Manifestation of Leukemia[SEP][CLS]splenic disease","0"
"Gliofibroma[SEP][CLS]fibrillary astrocytoma","0"
"Early Gastric Cancer[SEP][CLS]gastric adenocarcinoma","1"
