DOID:0014667,NCIT:C53543
DOID:0014667,NCIT:C36287
DOID:0014667,NCIT:C53539
DOID:0014667,NCIT:C171503
DOID:0014667,NCIT:C36287
DOID:0014667,NCIT:C36287
DOID:0014667,NCIT:C53529
DOID:0014667,NCIT:C3075
DOID:0014667,NCIT:C171503
DOID:0014667,NCIT:C53543
DOID:0060782,NCIT:C156032
DOID:0060782,NCIT:C28193
DOID:0060782,NCIT:C118844
DOID:0060782,NCIT:C122656
DOID:0060782,NCIT:C148261
DOID:0060782,NCIT:C84562
DOID:0060782,NCIT:C84580
DOID:0060783,NCIT:C156032
DOID:0060783,NCIT:C28193
DOID:0060783,NCIT:C118844
DOID:0060783,NCIT:C122656
DOID:0060783,NCIT:C148261
DOID:0060783,NCIT:C84562
DOID:0060783,NCIT:C84580
DOID:0060784,NCIT:C156032
DOID:0060784,NCIT:C28193
DOID:0060784,NCIT:C118844
DOID:0060784,NCIT:C122656
DOID:0060784,NCIT:C148261
DOID:0060784,NCIT:C84562
DOID:0060784,NCIT:C84580
DOID:0060844,NCIT:C129976
DOID:0060844,NCIT:C84780
DOID:0060844,NCIT:C84923
DOID:0060844,NCIT:C99067
DOID:0060844,NCIT:C84781
DOID:0060844,NCIT:C84740
DOID:0060844,NCIT:C85010
DOID:0060844,NCIT:C85072
DOID:0060844,NCIT:C84607
DOID:0060844,NCIT:C84910
DOID:0060847,NCIT:C74983
DOID:0060847,NCIT:C84560
DOID:0060847,NCIT:C98573
DOID:0060847,NCIT:C84761
DOID:0060847,NCIT:C156309
DOID:0060847,NCIT:C85013
DOID:0060847,NCIT:C85032
DOID:0060847,NCIT:C164154
DOID:0060847,NCIT:C85171
DOID:0060847,NCIT:C84708
DOID:0060849,NCIT:C4924
DOID:0060849,NCIT:C170732
DOID:0060849,NCIT:C115326
DOID:0060849,NCIT:C84521
DOID:0060849,NCIT:C75463
DOID:0060849,NCIT:C85225
DOID:0060849,NCIT:C99058
DOID:0060849,NCIT:C2991
DOID:0060849,NCIT:C34391
DOID:0060849,NCIT:C75018
DOID:0060850,NCIT:C98987
DOID:0060850,NCIT:C84790
DOID:0060850,NCIT:C97072
DOID:0060850,NCIT:C97072
DOID:0060850,NCIT:C97071
DOID:0060850,NCIT:C84790
DOID:0060850,NCIT:C98961
DOID:0060850,NCIT:C98975
DOID:0060850,NCIT:C97151
DOID:0060850,NCIT:C97151
DOID:0060851,NCIT:C27555
DOID:0060851,NCIT:C34910
DOID:0060851,NCIT:C82865
DOID:0060852,NCIT:C34845
DOID:0060852,NCIT:C121198
DOID:0060852,NCIT:C121200
DOID:0060852,NCIT:C123045
DOID:0060852,NCIT:C123046
DOID:0060852,NCIT:C123047
DOID:0060852,NCIT:C123048
DOID:0060852,NCIT:C123049
DOID:0060852,NCIT:C128145
DOID:0060854,NCIT:C53543
DOID:0060854,NCIT:C123251
DOID:0060854,NCIT:C123252
DOID:0060870,NCIT:C36285
DOID:0060870,NCIT:C34555
DOID:0060877,NCIT:C156032
DOID:0060877,NCIT:C27555
DOID:0060877,NCIT:C112831
DOID:0060877,NCIT:C132827
DOID:0060877,NCIT:C62569
DOID:0060877,NCIT:C84777
DOID:0060877,NCIT:C84778
DOID:0060877,NCIT:C84779
DOID:0060877,NCIT:C84805
DOID:0060877,NCIT:C84922
DOID:0060878,NCIT:C101038
DOID:0060878,NCIT:C130983
DOID:0060878,NCIT:C89801
DOID:0060878,NCIT:C34391
DOID:0060878,NCIT:C173107
DOID:0060878,NCIT:C186278
DOID:0060878,NCIT:C131646
DOID:0060878,NCIT:C84647
DOID:0060878,NCIT:C84601
DOID:0060878,NCIT:C34760
DOID:0040093,NCIT:C27204
DOID:0040093,NCIT:C2889
DOID:0040093,NCIT:C114354
DOID:0040093,NCIT:C116919
DOID:0040093,NCIT:C122574
DOID:0040093,NCIT:C26819
DOID:0040093,NCIT:C3201
DOID:0040093,NCIT:C82884
DOID:0040093,NCIT:C99236
DOID:0050127,NCIT:C27657
DOID:0050127,NCIT:C35733
DOID:0050127,NCIT:C128411
DOID:0050127,NCIT:C128434
DOID:0050127,NCIT:C34597
DOID:0050127,NCIT:C34626
DOID:0050127,NCIT:C34809
DOID:0050127,NCIT:C35031
DOID:0050127,NCIT:C35151
DOID:0050156,NCIT:C98541
DOID:0050156,NCIT:C27103
DOID:0050156,NCIT:C27216
DOID:0050156,NCIT:C35716
DOID:0050157,NCIT:C197937
DOID:0050157,NCIT:C156671
DOID:0050157,NCIT:C62586
DOID:0050157,NCIT:C197929
DOID:0050157,NCIT:C197929
DOID:0050157,NCIT:C62586
DOID:0050157,NCIT:C197937
DOID:0050157,NCIT:C35316
DOID:0050157,NCIT:C34932
DOID:0050157,NCIT:C62586
DOID:0050158,NCIT:C164315
DOID:0050158,NCIT:C27006
DOID:0050158,NCIT:C27558
DOID:0050158,NCIT:C35288
DOID:0050158,NCIT:C35715
DOID:0050158,NCIT:C35717
DOID:0050158,NCIT:C35806
DOID:0070202,NCIT:C131296
DOID:0070202,NCIT:C53543
DOID:0070202,NCIT:C165527
DOID:0070212,NCIT:C35740
DOID:0070212,NCIT:C166151
DOID:0070212,NCIT:C48829
DOID:0070212,NCIT:C48830
DOID:0070214,NCIT:C171128
DOID:0070214,NCIT:C131831
DOID:0070214,NCIT:C131832
DOID:0070214,NCIT:C131833
DOID:0070214,NCIT:C131834
DOID:0070214,NCIT:C131837
DOID:0070214,NCIT:C131838
DOID:0070214,NCIT:C131839
DOID:0070221,NCIT:C170732
DOID:0070221,NCIT:C173106
DOID:0070221,NCIT:C85204
DOID:0070221,NCIT:C85070
DOID:0070221,NCIT:C85217
DOID:0070221,NCIT:C34413
DOID:0070221,NCIT:C34845
DOID:0070221,NCIT:C34568
DOID:0070221,NCIT:C165531
DOID:0070221,NCIT:C111649
DOID:0070230,NCIT:C84400
DOID:0070230,NCIT:C84402
DOID:0050424,NCIT:C3266
DOID:0050424,NCIT:C120083
DOID:0050424,NCIT:C3339
DOID:0050425,NCIT:C116916
DOID:0050425,NCIT:C85193
DOID:0050425,NCIT:C85236
DOID:0050425,NCIT:C84794
DOID:0050425,NCIT:C35256
DOID:0050425,NCIT:C3131
DOID:0050425,NCIT:C179703
DOID:0050425,NCIT:C75003
DOID:0050425,NCIT:C124837
DOID:0050425,NCIT:C34983
DOID:0050429,NCIT:C27555
DOID:0050429,NCIT:C34910
DOID:0050429,NCIT:C82865
DOID:0050430,NCIT:C6432
DOID:0050430,NCIT:C3226
DOID:0050430,NCIT:C3227
DOID:0050431,NCIT:C123433
DOID:0050431,NCIT:C75109
DOID:0050431,NCIT:C131133
DOID:0050431,NCIT:C171603
DOID:0050431,NCIT:C121572
DOID:0050431,NCIT:C168586
DOID:0050431,NCIT:C35256
DOID:0050431,NCIT:C123815
DOID:0050431,NCIT:C67383
DOID:0050431,NCIT:C101215
DOID:0050432,NCIT:C97179
DOID:0050432,NCIT:C97159
DOID:0050432,NCIT:C97161
DOID:0050437,NCIT:C61272
DOID:0050437,NCIT:C84735
DOID:0050438,NCIT:C85068
DOID:0050438,NCIT:C138179
DOID:0050438,NCIT:C122805
DOID:0050438,NCIT:C116333
DOID:0050438,NCIT:C85033
DOID:0050438,NCIT:C84750
DOID:0050438,NCIT:C85063
DOID:0050438,NCIT:C99082
DOID:0050438,NCIT:C198610
DOID:0050438,NCIT:C35139
DOID:0050441,NCIT:C61273
