DOID:0014667,NCIT:C34909
DOID:0014667,NCIT:C34568
DOID:0014667,NCIT:C4911
DOID:0014667,NCIT:C28193
DOID:0014667,NCIT:C26831
DOID:0014667,NCIT:C35714
DOID:0014667,NCIT:C84646
DOID:0060782,NCIT:C53547
DOID:0060782,NCIT:C53543
DOID:0060782,NCIT:C8957
DOID:0060782,NCIT:C60925
DOID:0060782,NCIT:C27602
DOID:0060782,NCIT:C3224
DOID:0060782,NCIT:C3266
DOID:0060783,NCIT:C34399
DOID:0060783,NCIT:C53543
DOID:0060783,NCIT:C34687
DOID:0060783,NCIT:C131840
DOID:0060783,NCIT:C4879
DOID:0060783,NCIT:C34497
DOID:0060783,NCIT:C8287
DOID:0060784,NCIT:C8957
DOID:0060784,NCIT:C7180
DOID:0060784,NCIT:C26909
DOID:0060784,NCIT:C3439
DOID:0060784,NCIT:C27565
DOID:0060784,NCIT:C4102
DOID:0060784,NCIT:C36170
DOID:0060844,NCIT:C9295
DOID:0060844,NCIT:C27996
DOID:0060844,NCIT:C27622
DOID:0060844,NCIT:C4048
DOID:0060844,NCIT:C34707
DOID:0060844,NCIT:C54705
DOID:0060844,NCIT:C27019
DOID:0060847,NCIT:C96407
DOID:0060847,NCIT:C34978
DOID:0060847,NCIT:C2909
DOID:0060847,NCIT:C98541
DOID:0060847,NCIT:C34995
DOID:0060847,NCIT:C28193
DOID:0060847,NCIT:C3003
DOID:0060849,NCIT:C34497
DOID:0060849,NCIT:C26780
DOID:0060849,NCIT:C7541
DOID:0060849,NCIT:C99208
DOID:0060849,NCIT:C34685
DOID:0060849,NCIT:C3117
DOID:0060849,NCIT:C50689
DOID:0060850,NCIT:C84401
DOID:0060850,NCIT:C61263
DOID:0060850,NCIT:C26861
DOID:0060850,NCIT:C27573
DOID:0060850,NCIT:C28193
DOID:0060850,NCIT:C26726
DOID:0060850,NCIT:C34568
DOID:0060851,NCIT:C27871
DOID:0060851,NCIT:C3266
DOID:0060851,NCIT:C35457
