NCIT:C3235,DOID:8618
NCIT:C3235,DOID:5559
NCIT:C3235,DOID:655
NCIT:C3235,DOID:2218
NCIT:C3235,DOID:305
NCIT:C3235,DOID:4535
NCIT:C3235,DOID:3360
NCIT:C148261,DOID:5238
NCIT:C148261,DOID:0060032
NCIT:C148261,DOID:0050619
NCIT:C148261,DOID:2475
NCIT:C148261,DOID:2789
NCIT:C148261,DOID:3711
NCIT:C148261,DOID:2977
NCIT:C111814,DOID:4166
NCIT:C111814,DOID:2723
NCIT:C111814,DOID:2664
NCIT:C111814,DOID:5614
NCIT:C111814,DOID:3275
NCIT:C111814,DOID:574
NCIT:C111814,DOID:0060182
NCIT:C126560,DOID:4610
NCIT:C126560,DOID:1510
NCIT:C126560,DOID:1532
NCIT:C126560,DOID:3118
NCIT:C126560,DOID:5331
NCIT:C126560,DOID:6232
NCIT:C126560,DOID:37
NCIT:C98813,DOID:6195
NCIT:C98813,DOID:1749
NCIT:C98813,DOID:2914
NCIT:C98813,DOID:2326
NCIT:C98813,DOID:1679
NCIT:C98813,DOID:1176
NCIT:C98813,DOID:3095
NCIT:C34910,DOID:10341
NCIT:C34910,DOID:12639
NCIT:C34910,DOID:5614
NCIT:C34910,DOID:75
NCIT:C34910,DOID:1682
NCIT:C34910,DOID:2559
NCIT:C34910,DOID:3368
NCIT:C124846,DOID:2519
NCIT:C124846,DOID:50
NCIT:C124846,DOID:14268
NCIT:C124846,DOID:625
NCIT:C124846,DOID:850
NCIT:C124846,DOID:5262
NCIT:C124846,DOID:0080703
NCIT:C34555,DOID:1762
NCIT:C34555,DOID:368
NCIT:C34555,DOID:200
NCIT:C34555,DOID:7614
NCIT:C34555,DOID:1927
NCIT:C34555,DOID:3382
NCIT:C34555,DOID:10974
NCIT:C130983,DOID:5559
NCIT:C130983,DOID:6231
NCIT:C130983,DOID:4610
NCIT:C130983,DOID:0060031
NCIT:C130983,DOID:5977
NCIT:C130983,DOID:934
NCIT:C130983,DOID:2825
NCIT:C114354,DOID:423
NCIT:C114354,DOID:5518
NCIT:C114354,DOID:5940
NCIT:C114354,DOID:53
NCIT:C114354,DOID:11201
NCIT:C114354,DOID:9720
NCIT:C114354,DOID:7574
NCIT:C34792,DOID:2744
NCIT:C34792,DOID:890
NCIT:C34792,DOID:10458
NCIT:C34792,DOID:3480
NCIT:C34792,DOID:10763
NCIT:C34792,DOID:229
NCIT:C34792,DOID:1393
NCIT:C128411,DOID:3463
NCIT:C128411,DOID:9987
NCIT:C128411,DOID:5375
NCIT:C128411,DOID:2113
NCIT:C128411,DOID:0060082
NCIT:C128411,DOID:169
NCIT:C128411,DOID:4001
NCIT:C133742,DOID:0050902
NCIT:C133742,DOID:4549
NCIT:C133742,DOID:5076
NCIT:C133742,DOID:3069
NCIT:C133742,DOID:3594
NCIT:C133742,DOID:1967
NCIT:C133742,DOID:5485
NCIT:C84797,DOID:7757
NCIT:C84797,DOID:0080903
NCIT:C84797,DOID:2154
NCIT:C84797,DOID:5295
NCIT:C84797,DOID:1240
NCIT:C84797,DOID:3200
NCIT:C84797,DOID:930
NCIT:C35716,DOID:0060082
NCIT:C35716,DOID:10794
NCIT:C35716,DOID:7327
NCIT:C35716,DOID:5166
NCIT:C35716,DOID:0080015
NCIT:C35716,DOID:2621
NCIT:C35716,DOID:3500
NCIT:C62586,DOID:1626
NCIT:C62586,DOID:3458
